rank_rev_in_alert,n,mean_dist,mean_amplitude,cg_ratio,target_rate
146,76,12.731255501146213,-12.968421052631578,1.0,0.0
147,76,13.07727906939226,-9.133157894736842,1.0,0.0
148,74,12.356328230890393,-2.4177027027027025,1.0,0.0
149,72,13.716930727119076,-11.630277777777778,1.0,0.0
150,70,14.053599194695895,-18.40542857142857,1.0,0.0
151,70,13.360465197646883,-9.683142857142856,1.0,0.0
152,67,12.887561065252909,-7.95865671641791,1.0,0.0
153,66,13.909479249299824,-11.1,1.0,0.0
154,66,12.566143898399682,-11.114848484848485,1.0,0.0
155,65,13.086877408156926,-10.078923076923077,1.0,0.0
156,63,12.282818294765693,-10.95984126984127,1.0,0.0
157,62,12.75006163604847,-18.57161290322581,1.0,0.0
158,62,12.003589022459952,-12.858064516129032,1.0,0.0
159,62,12.575013157865666,-3.7511290322580644,1.0,0.0
160,62,12.752681778261548,-16.72983870967742,1.0,0.0
161,62,12.61802606663789,-11.803387096774193,1.0,0.0
162,61,12.846747818447433,-10.712131147540985,1.0,0.0
163,61,12.64569120201675,-7.3713114754098354,1.0,0.0
164,61,13.063818303720092,-12.017704918032788,1.0,0.0
165,61,13.496598107066838,-15.236721311475408,1.0,0.0
166,61,13.295483879911146,-7.869836065573771,1.0,0.0
167,60,12.673731244968952,-6.2915,1.0,0.0
168,60,12.945411916713812,-7.857,1.0,0.0
169,60,12.515853208111546,-14.0615,1.0,0.0
170,60,13.857093839804092,-13.899000000000001,1.0,0.0
171,60,13.301524155768567,-12.001833333333334,1.0,0.0
172,60,12.204288583020258,-10.422833333333333,1.0,0.0
173,59,12.672986749420133,-13.615084745762712,1.0,0.0
174,58,13.307781486273857,-10.28448275862069,1.0,0.0
175,58,12.96482810744033,-0.6855172413793101,1.0,0.0
176,58,13.070860301456921,-5.063620689655172,1.0,0.0
177,58,13.497864714435917,-10.089137931034482,1.0,0.0
178,57,13.625816946550358,-12.742982456140352,1.0,0.0
179,57,13.690155729492107,-9.656315789473684,1.0,0.0
180,56,13.467472216831753,-14.25375,1.0,0.0
181,55,12.921401483366056,-15.887636363636364,1.0,0.0
182,55,12.120823811132972,-4.980727272727273,1.0,0.0
183,55,12.70373656248494,-12.926727272727273,1.0,0.0
184,55,12.919049954464155,-11.475999999999999,1.0,0.0
185,55,13.645041150983252,-3.216909090909091,1.0,0.0
186,55,13.0574384810172,-13.598545454545453,1.0,0.0
187,55,12.563752909225723,-15.212545454545454,1.0,0.0
188,55,13.63786172464145,-9.004363636363637,1.0,0.0
189,54,12.994730491907548,-14.74611111111111,1.0,0.0
190,54,12.887883665909762,-6.567962962962963,1.0,0.0
191,54,12.600107966893047,-8.215740740740742,1.0,0.0
192,54,13.346030270210653,-12.277037037037038,1.0,0.0
193,54,13.80732733283195,-12.363148148148149,1.0,0.0
194,54,13.201111320997613,-17.293703703703702,1.0,0.0
195,54,12.679999706869822,-10.273148148148149,1.0,0.0
196,54,13.521540723411274,-3.931111111111111,1.0,0.0
197,54,13.724579970666177,-11.754444444444445,1.0,0.0
198,54,12.995569438177212,-21.86296296296296,1.0,0.0
199,54,14.459971437215234,-11.367777777777778,1.0,0.0
200,54,13.705737318172023,-16.825,1.0,0.0
201,54,11.94173601486259,-7.251481481481481,1.0,0.0
202,54,13.20437085547661,-6.092407407407408,1.0,0.0
203,54,12.8702296780738,-14.912962962962963,1.0,0.0
204,54,12.506587286728188,-18.969814814814818,1.0,0.0
205,54,12.234878379532123,-13.459259259259259,1.0,0.0
206,54,13.420860872135776,-13.743888888888888,1.0,0.0
207,52,13.48550620432267,-16.946923076923078,1.0,0.0
208,52,12.223739205393844,-12.140769230769232,1.0,0.0
209,52,13.17731529874966,-5.324807692307692,1.0,0.0
210,52,13.334060591320487,-9.038269230769231,1.0,0.0
211,52,13.68298056093755,-8.101153846153846,1.0,0.0
212,51,13.908679660607417,-15.175882352941176,1.0,0.0
213,51,12.943087951222372,-11.963725490196078,1.0,0.0
214,51,12.740575645449642,-7.8009803921568635,1.0,0.0
215,51,13.353290482149088,-13.612156862745099,1.0,0.0
216,51,12.099676752594227,-5.705294117647059,1.0,0.0
217,51,13.717463843140377,-16.453333333333333,1.0,0.0
218,51,12.45850223639451,-18.35450980392157,1.0,0.0
219,51,13.464550210485475,-12.660196078431373,1.0,0.0
220,51,12.620537143181737,-5.6815686274509805,1.0,0.0
221,50,12.61343747007719,-17.9804,1.0,0.0
222,50,13.411442543439403,-8.140600000000001,1.0,0.0
223,50,13.145972648794848,-10.5976,1.0,0.0
224,50,12.196026855642152,-11.244200000000001,1.0,0.0
225,50,10.771937070193289,-2.3184,1.0,0.0
226,50,12.872418132531495,-11.0748,1.0,0.0
227,50,14.428563344072998,-17.923,1.0,0.0
228,50,12.41441771033486,-19.035999999999998,1.0,0.0
229,50,13.624914970708794,-11.625599999999999,1.0,0.0
230,48,13.26475560898291,-20.066458333333333,1.0,0.0
231,48,13.101101631584292,-0.9947916666666662,1.0,0.0
232,48,13.44800373778124,-19.342499999999998,1.0,0.0
233,48,13.022230180145511,-14.751666666666667,1.0,0.0
234,48,13.686510973165277,-9.259791666666667,1.0,0.0
235,48,13.125342001933548,-13.657083333333333,1.0,0.0
236,47,13.081432810389115,-12.62595744680851,1.0,0.0
237,47,13.314100223592712,-16.071489361702127,1.0,0.0
238,47,13.437630881631812,-15.384893617021277,1.0,0.0
239,47,13.772331481100482,-12.956808510638298,1.0,0.0
240,47,13.185560090587408,-9.51276595744681,1.0,0.0
241,47,13.444394973521936,-11.467659574468085,1.0,0.0
242,46,13.404538368802815,-7.289782608695652,1.0,0.0
243,45,13.091983051319032,-12.960888888888888,1.0,0.0
244,45,14.461350907239991,-17.96511111111111,1.0,0.0
245,45,13.099948289350161,-14.298222222222222,1.0,0.0
246,45,13.182392226991018,-20.817777777777778,1.0,0.0
247,45,13.898274770517125,-10.901333333333334,1.0,0.0
248,45,12.644445062436843,-11.488222222222223,1.0,0.0
249,45,13.135224342901266,-9.105111111111112,1.0,0.0
250,45,13.473998584755593,-10.82311111111111,1.0,0.0
251,45,12.436402528399233,-12.147333333333334,1.0,0.0
252,45,12.625106111634512,-6.377777777777778,1.0,0.0
253,45,12.637562245394472,-14.66288888888889,1.0,0.0
254,45,12.546638834399813,-14.174888888888889,1.0,0.0
255,44,13.028843710099068,-9.197954545454547,1.0,0.0
256,43,12.229653085210758,-8.610000000000001,1.0,0.0
257,43,13.181057676847969,-18.203023255813953,1.0,0.0
258,43,12.802458046955545,-7.286511627906976,1.0,0.0
259,43,13.401822967281294,-7.088139534883721,1.0,0.0
260,42,12.561424846289938,-5.432857142857143,1.0,0.0
261,41,13.486586044507094,-7.279512195121951,1.0,0.0
262,41,12.833940324096984,-14.033414634146341,1.0,0.0
263,41,12.85998128781781,-21.319512195121952,1.0,0.0
264,41,12.80754631175749,-4.688048780487805,1.0,0.0
265,40,12.486347926902056,-12.54875,1.0,0.0
266,40,11.136424609588202,-14.134,1.0,0.0
267,40,13.479948945820434,-9.22425,1.0,0.0
268,40,13.297881118761685,-13.231,1.0,0.0
269,40,12.776704111701553,-6.5405,1.0,0.0
270,40,13.920021642776533,-10.5045,1.0,0.0
271,39,12.70396574128974,-24.84923076923077,1.0,0.0
272,39,12.895910177295756,-19.962564102564105,1.0,0.0
273,39,13.20116957720424,-14.224358974358974,1.0,0.0
274,39,12.251529650644292,-5.712820512820513,1.0,0.0
275,39,13.572812850232426,-12.248205128205129,1.0,0.0
276,39,13.397963020553298,-18.451538461538462,1.0,0.0
277,39,13.223622649879477,-23.23974358974359,1.0,0.0
278,39,12.807438107981815,-9.187692307692307,1.0,0.0
279,39,13.900997023092149,-4.2148717948717955,1.0,0.0
280,39,13.880289936940866,-17.195641025641027,1.0,0.0
281,39,13.817854848648555,-14.956923076923076,1.0,0.0
282,39,13.486535401921191,-20.036923076923078,1.0,0.0
283,39,12.255079149665443,-15.144871794871793,1.0,0.0
284,38,13.263814005358604,-17.216052631578947,1.0,0.0
285,38,12.155250382971788,-9.222631578947368,1.0,0.0
286,38,13.050228496057594,-4.06157894736842,1.0,0.0
287,38,13.878687207177853,-16.795526315789473,1.0,0.0
288,38,13.223307383756488,-9.277105263157894,1.0,0.0
289,38,12.929406740500198,-13.885,1.0,0.0
290,37,13.263423097184932,-6.303783783783784,1.0,0.0
291,37,14.089072893946751,-6.577567567567567,1.0,0.0
292,36,12.967679810755676,-4.483611111111111,1.0,0.0
293,36,13.303636598223148,-17.37777777777778,1.0,0.0
294,35,12.98247746275854,-14.706857142857142,1.0,0.0
295,33,13.585505495239405,-0.41030303030303067,1.0,0.0
296,32,12.175268170551044,-14.395624999999999,1.0,0.0
297,31,13.910292011694073,-6.903548387096774,1.0,0.0
298,31,13.604862219646568,-7.993225806451613,1.0,0.0
299,31,13.123349729782204,-3.1861290322580644,1.0,0.0
300,31,13.406437558499894,-13.960967741935484,1.0,0.0
301,31,13.690424783319411,-11.289032258064516,1.0,0.0
302,31,13.776226483818691,-14.32516129032258,1.0,0.0
303,31,13.86057313121478,-15.580322580645161,1.0,0.0
304,31,13.872007553885439,-11.89516129032258,1.0,0.0
305,31,13.257279744839787,-1.4725806451612902,1.0,0.0
306,28,14.054881096199413,-10.65,1.0,0.0
307,27,13.676620230121772,-6.257777777777778,1.0,0.0
308,27,13.020308771140659,-0.367037037037037,1.0,0.0
309,27,12.942006590683663,-18.86777777777778,1.0,0.0
310,27,13.844275869750104,-6.926666666666667,1.0,0.0
311,27,13.716862636725986,1.775185185185185,1.0,0.0
312,27,13.095647970675268,-9.684074074074074,1.0,0.0
313,27,12.220405666153969,-7.7333333333333325,1.0,0.0
314,27,12.420352718644347,-17.072222222222223,1.0,0.0
315,27,14.997705340250787,-7.008518518518519,1.0,0.0
316,27,13.38131845890899,-2.1900000000000004,1.0,0.0
317,27,14.31681297608479,-3.808148148148148,1.0,0.0
318,27,14.265147133058699,-16.41111111111111,1.0,0.0
319,27,12.340826450990633,-2.4455555555555555,1.0,0.0
320,27,10.98240136528401,-17.787777777777777,1.0,0.0
321,27,13.044342995900301,-17.38,1.0,0.0
322,27,12.986691711857553,-20.174814814814816,1.0,0.0
323,27,13.19594885644622,-10.989259259259258,1.0,0.0
324,27,15.679778492930483,-8.403333333333332,1.0,0.0
325,27,13.227669032718575,-22.454074074074075,1.0,0.0
326,27,13.968414635190058,-3.841481481481481,1.0,0.0
327,27,13.750367967320594,-11.199629629629628,1.0,0.0
328,27,14.073833161363982,-5.03037037037037,1.0,0.0
329,27,14.341389256328338,-10.115925925925925,1.0,0.0
330,27,13.258761119160269,-15.81,1.0,0.0
331,27,12.504451697141917,-16.035555555555558,1.0,0.0
332,27,14.117661399695365,-8.832592592592592,1.0,0.0
333,27,11.979083989261667,-12.974814814814815,1.0,0.0
334,27,13.830162480091994,-20.60185185185185,1.0,0.0
335,26,13.523407139790834,0.799230769230769,1.0,0.0
336,26,14.493935712004802,-8.970384615384615,1.0,0.0
337,26,13.996754059308829,-8.216153846153846,1.0,0.0
338,26,13.55865076357613,-17.433461538461536,1.0,0.0
339,26,15.168311646469078,-13.051538461538463,1.0,0.0
340,26,13.833021104586505,-10.006923076923076,1.0,0.0
341,26,13.673011157291112,-10.062692307692307,1.0,0.0
342,26,12.864399623536652,-17.38153846153846,1.0,0.0
343,26,13.756982147553067,-14.73076923076923,1.0,0.0
344,25,14.15156874570308,-12.6448,1.0,0.0
345,25,13.119480220683972,-29.6,1.0,0.0
346,25,13.29193176702111,-2.89,1.0,0.0
347,25,13.47221459625682,-24.044,1.0,0.0
348,25,13.731289570436257,-17.75,1.0,0.0
349,25,12.705739329670957,-17.2724,1.0,0.0
350,25,12.356865867486,4.752000000000001,1.0,0.0
351,25,12.300825447965549,-9.5528,1.0,0.0
352,25,13.707702776599785,1.4584000000000004,1.0,0.0
353,25,13.832012324090664,-14.565199999999999,1.0,0.0
354,25,13.069694745055278,-20.9212,1.0,0.0
355,25,14.469130892063985,-17.8168,1.0,0.0
356,25,12.573819480813514,-23.691599999999998,1.0,0.0
357,24,13.024207963072085,-19.382916666666667,1.0,0.0
358,24,13.730911418187183,-6.451666666666667,1.0,0.0
359,24,12.614322058436386,-1.821666666666667,1.0,0.0
360,24,12.476650942246673,-16.109166666666667,1.0,0.0
361,24,12.059520178399294,-14.590416666666668,1.0,0.0
362,24,13.548975029271247,-1.427083333333334,1.0,0.0
363,23,13.563393745987513,-11.104782608695652,1.0,0.0
364,23,12.557160645507444,-12.898260869565219,1.0,0.0
365,23,13.161568643417278,-1.167391304347826,1.0,0.0
366,23,14.082789777634703,-3.646521739130435,1.0,0.0
367,23,14.443923280985848,-1.0634782608695654,1.0,0.0
368,23,13.69972909661569,-12.925217391304349,1.0,0.0
369,23,14.755756434697863,-10.833913043478262,1.0,0.0
370,23,12.771712862898648,-25.509565217391305,1.0,0.0
371,23,12.821148643687364,-5.276521739130435,1.0,0.0
372,23,13.29462830702621,-17.128695652173914,1.0,0.0
373,22,12.95317220308259,-0.06863636363636468,1.0,0.0
374,22,15.753404549483285,2.4295454545454547,1.0,0.0
375,22,11.123016150515666,-8.602727272727273,1.0,0.0
376,22,12.670842885637807,-8.200454545454546,1.0,0.0
377,22,14.368483199429589,8.211363636363636,1.0,0.0
378,22,14.307967648662565,-11.532272727272728,1.0,0.0
379,22,11.807634208675704,-1.707272727272727,1.0,0.0
380,22,12.980332372535111,-6.527272727272727,1.0,0.0
381,22,11.988873594236008,-13.569545454545453,1.0,0.0
382,22,13.570806347955614,-7.320454545454544,1.0,0.0
383,22,13.497206780866009,-3.980454545454546,1.0,0.0
384,22,12.70983399491799,-6.908181818181819,1.0,0.0
385,22,14.04350992704525,-17.526818181818182,1.0,0.0
386,22,13.805397419821448,-11.707272727272727,1.0,0.0
387,21,12.983717540254837,-6.343333333333334,1.0,0.0
388,21,12.104118951176224,-21.338095238095235,1.0,0.0
389,21,13.753947477633156,-9.001904761904761,1.0,0.0
390,21,14.266818062351877,-25.037619047619046,1.0,0.0
391,21,13.68709418817241,-17.25952380952381,1.0,0.0
392,21,13.795664298836016,-11.124285714285715,1.0,0.0
393,21,12.715432710262503,0.7,1.0,0.0
394,20,14.340986796061753,-2.2775,1.0,0.0
395,20,12.682457079416887,4.2090000000000005,1.0,0.0
396,20,14.299078137013534,-15.384,1.0,0.0
397,20,13.052522707300303,-1.7614999999999994,1.0,0.0
398,20,12.269580141996968,-8.24,1.0,0.0
399,19,14.402581754734504,-20.008947368421055,1.0,0.0
400,19,13.338055195208039,10.717368421052631,1.0,0.0
401,19,12.351256136298083,-11.480526315789474,1.0,0.0
402,19,13.372672087403794,-4.122105263157895,1.0,0.0
403,19,12.88638397991635,-14.025263157894738,1.0,0.0
404,19,12.886676548713448,-1.7363157894736831,1.0,0.0
405,19,13.862603376867844,6.534210526315789,1.0,0.0
406,19,12.80965569995387,-30.847894736842107,1.0,0.0
407,19,12.559590325841564,1.9784210526315784,1.0,0.0
408,19,12.35238832607516,-4.275263157894738,1.0,0.0
409,19,11.744395617803237,-8.299473684210525,1.0,0.0
410,19,13.231404258468071,-15.613684210526314,1.0,0.0
411,19,12.394037727974286,-21.42736842105263,1.0,0.0
412,19,14.215680637970904,-10.734736842105264,1.0,0.0
413,19,12.90052243966303,-15.915789473684208,1.0,0.0
414,19,13.806056311188565,-23.799473684210525,1.0,0.0
415,19,13.397686158877997,-10.27421052631579,1.0,0.0
416,19,13.989806654184182,5.367894736842105,1.0,0.0
417,19,14.049731262066159,2.4552631578947373,1.0,0.0
418,19,11.764566205276678,-8.892105263157896,1.0,0.0
419,19,13.612095069163795,-14.20842105263158,1.0,0.0
420,19,12.19790933149182,12.819473684210527,1.0,0.0
421,19,12.265835833831796,-7.776842105263158,1.0,0.0
422,19,11.613407457739745,-12.766315789473685,1.0,0.0
423,18,12.82235647004766,-20.837777777777777,1.0,0.0
424,18,13.15916691876005,-11.927777777777777,1.0,0.0
425,18,13.241174394705356,-8.512222222222222,1.0,0.0
426,18,14.705674316969574,-6.076666666666666,1.0,0.0
427,18,13.053645819087938,-6.491666666666666,1.0,0.0
428,18,12.156261585353754,-15.71388888888889,1.0,0.0
429,18,12.040333040634614,-10.190555555555555,1.0,0.0
430,18,12.303373963490207,-1.0227777777777776,1.0,0.0
431,18,13.956867170081248,3.087222222222222,1.0,0.0
432,18,13.474583107160814,-21.471666666666668,1.0,0.0
433,18,13.344624896728845,-12.562222222222223,1.0,0.0
434,18,12.975755787492975,-1.6816666666666666,1.0,0.0
435,18,13.282541329223337,-4.46,1.0,0.0
436,18,12.78289740394982,-8.495,1.0,0.0
437,18,13.45875811120299,-7.323333333333333,1.0,0.0
438,18,15.142482181330434,-10.051111111111112,1.0,0.0
439,18,12.429471511772778,-6.585555555555555,1.0,0.0
440,18,13.070081278702776,-19.096111111111114,1.0,0.0
441,18,13.6020418540366,-10.970555555555556,1.0,0.0
442,18,12.75139578189684,-8.916111111111112,1.0,0.0
443,18,12.875711934592491,-18.599444444444444,1.0,0.0
444,18,13.743640404565875,-4.145,1.0,0.0
445,18,12.743500265096024,-19.79888888888889,1.0,0.0
446,18,15.074643112049102,-11.977222222222222,1.0,0.0
447,18,14.19036324851307,-0.9144444444444448,1.0,0.0
448,18,12.011980728939388,-9.67,1.0,0.0
449,18,12.805516869490303,-1.7683333333333333,1.0,0.0
450,18,12.121111766758506,-14.624444444444444,1.0,0.0
451,18,12.0857727358733,-12.408888888888889,1.0,0.0
452,18,13.013982855776725,-15.416666666666666,1.0,0.0
453,18,13.90141991768123,-13.752222222222223,1.0,0.0
454,18,13.819354164781558,-10.670555555555556,1.0,0.0
455,18,12.213649069319091,-20.042777777777776,1.0,0.0
456,18,12.71604727781687,-6.1338888888888885,1.0,0.0
457,18,12.057015477517483,1.608888888888889,1.0,0.0
458,18,14.367495830488318,-6.434444444444444,1.0,0.0
459,18,14.388234421053287,-20.926666666666666,1.0,0.0
460,18,15.591854695087388,-7.853888888888889,1.0,0.0
461,18,13.621415275760596,-12.362222222222222,1.0,0.0
462,17,13.053716585055938,-5.839411764705882,1.0,0.0
463,17,13.829558339017666,-3.223529411764706,1.0,0.0
464,17,14.837335833526552,-20.646470588235296,1.0,0.0
465,17,14.331250291658785,-11.038235294117648,1.0,0.0
466,17,15.073694279738664,-1.1311764705882354,1.0,0.0
467,17,13.67831769288277,-23.858235294117645,1.0,0.0
468,17,12.664648303718414,-1.797058823529411,1.0,0.0
469,17,14.07958643879081,-9.508823529411764,1.0,0.0
470,17,14.100359335909815,2.3805882352941174,1.0,0.0
471,17,16.16299063527843,-6.359411764705882,1.0,0.0
472,17,11.806860092667955,-5.267058823529412,1.0,0.0
473,16,15.698491881023738,-10.33875,1.0,0.0
474,16,14.772082110807041,-4.856250000000001,1.0,0.0
475,16,13.853704062068914,-3.6956250000000006,1.0,0.0
476,16,14.593596292227225,-9.076875,1.0,0.0
477,16,11.932053818247928,-7.165625,1.0,0.0
478,16,12.981907828605435,-9.345625,1.0,0.0
479,16,13.845989216603902,-9.5975,1.0,0.0
480,16,15.945287315333097,-9.6025,1.0,0.0
481,16,14.275305097790847,-17.160625,1.0,0.0
482,16,14.06726208076136,-8.00625,1.0,0.0
483,16,14.754681433249637,-16.345,1.0,0.0
484,16,13.260379630794912,-17.083750000000002,1.0,0.0
485,16,13.676313928058285,-15.17875,1.0,0.0
486,16,13.898935448429501,-10.064375,1.0,0.0
