alert_key,airport,airport_alert_id,start,end,n_lightnings_alert,n_cg_alert,n_ic_alert,min_dist,mean_dist,max_dist,last_label_count,last_label_exists,duration_min,cg_ratio,ic_ratio
Ajaccio__109,Ajaccio,109.0,2018-03-12 03:21:36+00:00,2018-03-12 03:54:40+00:00,7,7,0,6.474999926096633,13.498148730921113,17.82265326267814,True,True,33.06666666666667,1.0,0.0
Ajaccio__11,Ajaccio,11.0,2016-03-23 16:15:24+00:00,2016-03-23 16:43:41+00:00,2,2,0,12.731671506457964,16.164373317078343,19.597075127698727,True,True,28.283333333333335,1.0,0.0
Ajaccio__110,Ajaccio,110.0,2018-03-12 04:29:35+00:00,2018-03-12 04:57:33+00:00,2,2,0,16.18303197422725,17.48302470714973,18.78301744007221,True,True,27.966666666666665,1.0,0.0
Ajaccio__111,Ajaccio,111.0,2018-03-12 05:33:43+00:00,2018-03-12 05:33:43+00:00,1,1,0,11.85139591336202,11.85139591336202,11.85139591336202,True,True,0.0,1.0,0.0
Ajaccio__112,Ajaccio,112.0,2018-03-12 07:30:24+00:00,2018-03-12 08:10:42+00:00,5,5,0,13.838103812716517,16.906571260309377,18.973201689263213,True,True,40.3,1.0,0.0
Ajaccio__113,Ajaccio,113.0,2018-03-18 16:51:44+00:00,2018-03-18 16:51:44+00:00,1,1,0,16.105889623972963,16.105889623972963,16.105889623972963,True,True,0.0,1.0,0.0
Ajaccio__114,Ajaccio,114.0,2018-03-18 18:33:11+00:00,2018-03-18 18:41:19+00:00,3,3,0,14.565367997581337,14.946550386383977,15.527101106142796,True,True,8.133333333333333,1.0,0.0
Ajaccio__115,Ajaccio,115.0,2018-03-18 19:15:39+00:00,2018-03-18 23:27:34+00:00,90,90,0,1.7050797929659995,11.48554587245184,19.64975573450386,True,True,251.91666666666666,1.0,0.0
Ajaccio__116,Ajaccio,116.0,2018-03-31 00:56:29+00:00,2018-03-31 00:56:29+00:00,1,1,0,18.25248447969682,18.25248447969682,18.25248447969682,True,True,0.0,1.0,0.0
Ajaccio__117,Ajaccio,117.0,2018-03-31 04:51:01+00:00,2018-03-31 06:21:03+00:00,31,31,0,7.057200508079153,15.007776579797937,19.95530071923969,True,True,90.03333333333333,1.0,0.0
Ajaccio__118,Ajaccio,118.0,2018-03-31 09:13:30+00:00,2018-03-31 10:37:12+00:00,28,28,0,0.3449873567519728,10.97338758465226,18.49866104367166,True,True,83.7,1.0,0.0
Ajaccio__119,Ajaccio,119.0,2018-03-31 12:14:32+00:00,2018-03-31 12:26:09+00:00,2,2,0,11.772919076325277,15.255185959440903,18.73745284255653,True,True,11.616666666666667,1.0,0.0
Ajaccio__12,Ajaccio,12.0,2016-05-10 23:10:09+00:00,2016-05-10 23:44:58+00:00,11,11,0,4.890716303290001,11.055459066437603,18.42401854531201,True,True,34.81666666666667,1.0,0.0
Ajaccio__120,Ajaccio,120.0,2018-03-31 15:44:43+00:00,2018-03-31 16:01:30+00:00,2,2,0,10.43133654945256,13.244727782263617,16.058119015074674,True,True,16.783333333333335,1.0,0.0
Ajaccio__121,Ajaccio,121.0,2018-04-04 14:36:02+00:00,2018-04-04 15:19:09+00:00,5,5,0,6.158430450132132,12.90910565578854,18.79024501755549,True,True,43.11666666666667,1.0,0.0
Ajaccio__122,Ajaccio,122.0,2018-04-28 13:49:39+00:00,2018-04-28 13:49:39+00:00,1,1,0,19.960336138981315,19.960336138981315,19.960336138981315,True,True,0.0,1.0,0.0
Ajaccio__123,Ajaccio,123.0,2018-05-10 13:34:41+00:00,2018-05-10 13:34:41+00:00,1,1,0,14.971992208503192,14.971992208503192,14.971992208503192,True,True,0.0,1.0,0.0
Ajaccio__124,Ajaccio,124.0,2018-05-14 09:24:43+00:00,2018-05-14 09:24:43+00:00,1,1,0,15.36264991452552,15.36264991452552,15.36264991452552,True,True,0.0,1.0,0.0
Ajaccio__125,Ajaccio,125.0,2018-05-14 12:18:36+00:00,2018-05-14 12:18:36+00:00,1,1,0,4.591053012188368,4.591053012188368,4.591053012188368,True,True,0.0,1.0,0.0
Ajaccio__126,Ajaccio,126.0,2018-05-14 13:46:33+00:00,2018-05-14 14:04:45+00:00,2,2,0,6.623691232979192,11.953568771495274,17.283446310011357,True,True,18.2,1.0,0.0
Ajaccio__127,Ajaccio,127.0,2018-05-15 00:47:09+00:00,2018-05-15 00:47:09+00:00,1,1,0,11.634030142584235,11.634030142584235,11.634030142584235,True,True,0.0,1.0,0.0
Ajaccio__128,Ajaccio,128.0,2018-05-15 03:58:49+00:00,2018-05-15 03:58:49+00:00,1,1,0,19.361563243572554,19.361563243572554,19.361563243572554,True,True,0.0,1.0,0.0
Ajaccio__129,Ajaccio,129.0,2018-05-15 08:41:25+00:00,2018-05-15 08:41:25+00:00,1,1,0,14.06486741235382,14.06486741235382,14.06486741235382,True,True,0.0,1.0,0.0
Ajaccio__13,Ajaccio,13.0,2016-05-12 02:31:21+00:00,2016-05-12 02:41:37+00:00,2,2,0,6.025010445874763,6.710987855193161,7.396965264511559,True,True,10.266666666666667,1.0,0.0
Ajaccio__130,Ajaccio,130.0,2018-05-21 13:04:16+00:00,2018-05-21 14:15:00+00:00,22,22,0,1.945151621273988,10.188388286697675,18.672976662719883,True,True,70.73333333333333,1.0,0.0
Ajaccio__131,Ajaccio,131.0,2018-06-04 00:30:26+00:00,2018-06-04 02:24:37+00:00,54,54,0,5.943616211607275,14.193074378483868,19.95207471509238,True,True,114.18333333333334,1.0,0.0
Ajaccio__132,Ajaccio,132.0,2018-06-07 10:57:20+00:00,2018-06-07 11:00:31+00:00,2,2,0,15.137935881062246,16.75489957339934,18.37186326573643,True,True,3.183333333333333,1.0,0.0
Ajaccio__133,Ajaccio,133.0,2018-06-08 12:14:52+00:00,2018-06-08 12:44:23+00:00,4,4,0,17.590906269479465,18.29392776692288,18.94276083167783,True,True,29.516666666666666,1.0,0.0
Ajaccio__134,Ajaccio,134.0,2018-06-13 00:35:50+00:00,2018-06-13 00:35:50+00:00,1,1,0,8.745608713862126,8.745608713862126,8.745608713862126,True,True,0.0,1.0,0.0
Ajaccio__135,Ajaccio,135.0,2018-06-13 01:45:12+00:00,2018-06-13 01:51:01+00:00,4,4,0,1.9077671157418548,3.4495077003501065,4.908088553364042,True,True,5.816666666666666,1.0,0.0
Ajaccio__136,Ajaccio,136.0,2018-06-13 04:25:00+00:00,2018-06-13 05:43:10+00:00,66,66,0,3.052436853087221,12.475850123991021,19.943104194651333,True,True,78.16666666666667,1.0,0.0
Ajaccio__137,Ajaccio,137.0,2018-06-13 09:20:52+00:00,2018-06-13 11:57:35+00:00,99,99,0,4.452094163655374,13.44387137656534,19.94236531084181,True,True,156.71666666666667,1.0,0.0
Ajaccio__138,Ajaccio,138.0,2018-06-13 13:36:47+00:00,2018-06-13 13:39:06+00:00,2,2,0,19.293258860782988,19.574346329576578,19.855433798370168,True,True,2.316666666666667,1.0,0.0
Ajaccio__139,Ajaccio,139.0,2018-06-13 14:11:02+00:00,2018-06-13 14:33:39+00:00,2,2,0,4.037894605223295,9.494691291301073,14.951487977378854,True,True,22.616666666666667,1.0,0.0
Ajaccio__14,Ajaccio,14.0,2016-05-12 03:40:47+00:00,2016-05-12 04:05:52+00:00,6,6,0,10.929035513922823,14.598475607561825,17.641541645249635,True,True,25.083333333333332,1.0,0.0
Ajaccio__140,Ajaccio,140.0,2018-06-13 15:16:48+00:00,2018-06-13 15:23:51+00:00,3,3,0,5.35964772184151,5.914954808877758,6.246951507666107,True,True,7.05,1.0,0.0
Ajaccio__141,Ajaccio,141.0,2018-06-23 13:58:59+00:00,2018-06-23 13:58:59+00:00,1,1,0,13.062791617148848,13.062791617148848,13.062791617148848,True,True,0.0,1.0,0.0
Ajaccio__142,Ajaccio,142.0,2018-06-24 12:06:39+00:00,2018-06-24 12:08:23+00:00,2,2,0,15.4699995084173,15.770250836205989,16.07050216399468,True,True,1.7333333333333334,1.0,0.0
Ajaccio__143,Ajaccio,143.0,2018-06-24 13:28:57+00:00,2018-06-24 13:36:11+00:00,3,3,0,11.878663015945964,14.600864880872834,17.8181169721503,True,True,7.233333333333333,1.0,0.0
Ajaccio__144,Ajaccio,144.0,2018-06-24 14:14:17+00:00,2018-06-24 14:40:14+00:00,4,4,0,10.574449818645991,14.394021229038996,18.844090400954247,True,True,25.95,1.0,0.0
Ajaccio__145,Ajaccio,145.0,2018-06-24 15:23:47+00:00,2018-06-24 15:23:47+00:00,1,1,0,17.87732437443068,17.87732437443068,17.87732437443068,True,True,0.0,1.0,0.0
Ajaccio__146,Ajaccio,146.0,2018-06-24 16:09:10+00:00,2018-06-24 18:48:13+00:00,103,103,0,0.8607233813245159,11.661316418648493,19.727375518256668,True,True,159.05,1.0,0.0
Ajaccio__147,Ajaccio,147.0,2018-06-25 11:40:07+00:00,2018-06-25 12:55:55+00:00,20,20,0,0.6281684001684766,10.027057962083596,19.62587741237697,True,True,75.8,1.0,0.0
Ajaccio__148,Ajaccio,148.0,2018-06-28 14:49:22+00:00,2018-06-28 16:42:41+00:00,107,107,0,3.74861052761852,14.886848298882628,19.98055485978984,True,True,113.31666666666666,1.0,0.0
Ajaccio__149,Ajaccio,149.0,2018-07-23 01:26:32+00:00,2018-07-23 02:43:37+00:00,19,19,0,4.985688526037995,12.658079323441685,17.648520654341628,True,True,77.08333333333333,1.0,0.0
Ajaccio__15,Ajaccio,15.0,2016-05-29 02:56:25+00:00,2016-05-29 02:59:09+00:00,2,2,0,12.16673217017695,15.763795823891915,19.36085947760688,True,True,2.7333333333333334,1.0,0.0
Ajaccio__150,Ajaccio,150.0,2018-07-25 13:48:25+00:00,2018-07-25 13:48:25+00:00,1,1,0,19.797078878074,19.797078878074,19.797078878074,True,True,0.0,1.0,0.0
Ajaccio__151,Ajaccio,151.0,2018-07-26 13:36:46+00:00,2018-07-26 14:27:00+00:00,6,6,0,10.797306477133986,14.922410893295675,17.595970076085695,True,True,50.233333333333334,1.0,0.0
Ajaccio__152,Ajaccio,152.0,2018-07-27 12:58:08+00:00,2018-07-27 12:58:08+00:00,1,1,0,5.812118701346903,5.812118701346903,5.812118701346903,True,True,0.0,1.0,0.0
Ajaccio__153,Ajaccio,153.0,2018-07-31 13:31:41+00:00,2018-07-31 14:21:36+00:00,18,18,0,1.228302710827619,17.537979081231498,19.559799265069863,True,True,49.916666666666664,1.0,0.0
Ajaccio__154,Ajaccio,154.0,2018-08-01 13:32:48+00:00,2018-08-01 13:32:48+00:00,1,1,0,19.93404345722673,19.93404345722673,19.93404345722673,True,True,0.0,1.0,0.0
Ajaccio__155,Ajaccio,155.0,2018-08-01 14:06:30+00:00,2018-08-01 14:32:04+00:00,6,6,0,11.556951288091144,13.128294858900878,17.10551882880302,True,True,25.566666666666666,1.0,0.0
Ajaccio__156,Ajaccio,156.0,2018-08-03 11:38:45+00:00,2018-08-03 14:13:00+00:00,305,305,0,0.5379683378856532,13.092714729864223,19.98495207160539,True,True,154.25,1.0,0.0
Ajaccio__157,Ajaccio,157.0,2018-08-04 11:42:30+00:00,2018-08-04 14:33:36+00:00,294,294,0,1.6746740052763551,10.936621292410887,19.9916795786668,True,True,171.1,1.0,0.0
Ajaccio__158,Ajaccio,158.0,2018-08-05 11:37:11+00:00,2018-08-05 13:15:22+00:00,22,22,0,13.013353006755626,17.516624878596197,19.903839690560883,True,True,98.18333333333334,1.0,0.0
Ajaccio__159,Ajaccio,159.0,2018-08-06 12:50:43+00:00,2018-08-06 14:11:21+00:00,15,15,0,2.368375564999045,16.180286962990277,19.97424574879277,True,True,80.63333333333334,1.0,0.0
Ajaccio__16,Ajaccio,16.0,2016-05-29 08:05:14+00:00,2016-05-29 08:11:26+00:00,3,3,0,15.288128160295738,15.718371119270612,16.03836992031866,True,True,6.2,1.0,0.0
Ajaccio__160,Ajaccio,160.0,2018-08-07 12:14:52+00:00,2018-08-07 14:09:37+00:00,294,294,0,0.6766081016544354,14.64236204313495,19.95545357652361,True,True,114.75,1.0,0.0
Ajaccio__161,Ajaccio,161.0,2018-08-08 12:02:03+00:00,2018-08-08 12:05:35+00:00,3,3,0,15.806819124004887,16.65516789075456,17.104543996257,True,True,3.533333333333333,1.0,0.0
Ajaccio__162,Ajaccio,162.0,2018-08-08 13:14:15+00:00,2018-08-08 14:55:12+00:00,47,47,0,9.801332966471048,16.21330907821126,19.377936224555352,True,True,100.95,1.0,0.0
Ajaccio__163,Ajaccio,163.0,2018-08-09 13:05:16+00:00,2018-08-09 13:05:16+00:00,1,1,0,15.10229943261305,15.10229943261305,15.10229943261305,True,True,0.0,1.0,0.0
Ajaccio__164,Ajaccio,164.0,2018-08-09 14:01:27+00:00,2018-08-09 15:06:24+00:00,7,7,0,14.924126398385896,17.83746129745425,19.38076033013765,True,True,64.95,1.0,0.0
Ajaccio__165,Ajaccio,165.0,2018-08-13 13:09:01+00:00,2018-08-13 13:09:01+00:00,1,1,0,17.471615349341537,17.471615349341537,17.471615349341537,True,True,0.0,1.0,0.0
Ajaccio__166,Ajaccio,166.0,2018-08-14 02:26:31+00:00,2018-08-14 05:37:14+00:00,334,334,0,0.5076656135187625,14.066869998365874,19.99404374103805,True,True,190.71666666666667,1.0,0.0
Ajaccio__167,Ajaccio,167.0,2018-08-14 21:23:04+00:00,2018-08-14 21:23:04+00:00,1,1,0,9.09058126178835,9.09058126178835,9.09058126178835,True,True,0.0,1.0,0.0
Ajaccio__168,Ajaccio,168.0,2018-08-14 22:27:55+00:00,2018-08-14 22:27:55+00:00,1,1,0,13.4339136157682,13.4339136157682,13.4339136157682,True,True,0.0,1.0,0.0
Ajaccio__169,Ajaccio,169.0,2018-08-16 13:19:31+00:00,2018-08-16 13:19:31+00:00,1,1,0,16.456020999322135,16.456020999322135,16.456020999322135,True,True,0.0,1.0,0.0
Ajaccio__17,Ajaccio,17.0,2016-06-07 13:02:11+00:00,2016-06-07 13:30:33+00:00,2,2,0,16.38286943945471,17.863986228062558,19.34510301667041,True,True,28.366666666666667,1.0,0.0
Ajaccio__170,Ajaccio,170.0,2018-08-16 14:09:29+00:00,2018-08-16 15:35:56+00:00,117,117,0,2.625183599833945,16.10704137615174,19.984282881957714,True,True,86.45,1.0,0.0
Ajaccio__171,Ajaccio,171.0,2018-08-17 12:59:50+00:00,2018-08-17 12:59:50+00:00,1,1,0,18.25495856955853,18.25495856955853,18.25495856955853,True,True,0.0,1.0,0.0
Ajaccio__172,Ajaccio,172.0,2018-08-17 14:05:42+00:00,2018-08-17 14:35:54+00:00,4,4,0,13.335363645364172,15.482321964081358,16.42445464954971,True,True,30.2,1.0,0.0
Ajaccio__173,Ajaccio,173.0,2018-08-18 11:29:17+00:00,2018-08-18 14:20:36+00:00,96,96,0,2.085588345500315,12.600756245250999,19.87300131474211,True,True,171.31666666666666,1.0,0.0
Ajaccio__174,Ajaccio,174.0,2018-08-19 03:06:18+00:00,2018-08-19 03:06:18+00:00,1,1,0,16.71189578433823,16.71189578433823,16.71189578433823,True,True,0.0,1.0,0.0
Ajaccio__175,Ajaccio,175.0,2018-08-19 12:25:57+00:00,2018-08-19 12:25:57+00:00,1,1,0,17.748526171353685,17.748526171353685,17.748526171353685,True,True,0.0,1.0,0.0
Ajaccio__176,Ajaccio,176.0,2018-08-20 11:00:40+00:00,2018-08-20 11:39:41+00:00,20,20,0,2.17501972922018,13.043882031697894,17.245016061679667,True,True,39.016666666666666,1.0,0.0
Ajaccio__177,Ajaccio,177.0,2018-08-20 12:38:00+00:00,2018-08-20 13:34:06+00:00,15,15,0,4.197575563902024,14.503813603471468,19.903932440874566,True,True,56.1,1.0,0.0
Ajaccio__178,Ajaccio,178.0,2018-08-21 10:48:50+00:00,2018-08-21 12:15:26+00:00,64,64,0,5.102665390004869,12.750426802976293,19.634177215131743,True,True,86.6,1.0,0.0
Ajaccio__179,Ajaccio,179.0,2018-08-21 13:27:34+00:00,2018-08-21 13:27:34+00:00,1,1,0,16.712694864598255,16.712694864598255,16.712694864598255,True,True,0.0,1.0,0.0
Ajaccio__18,Ajaccio,18.0,2016-06-09 12:57:17+00:00,2016-06-09 12:57:17+00:00,1,1,0,18.9216730475745,18.9216730475745,18.9216730475745,True,True,0.0,1.0,0.0
Ajaccio__180,Ajaccio,180.0,2018-08-22 08:44:59+00:00,2018-08-22 09:22:34+00:00,3,3,0,2.065774606617863,11.576092863783558,17.646503229499288,True,True,37.583333333333336,1.0,0.0
Ajaccio__181,Ajaccio,181.0,2018-08-22 12:15:01+00:00,2018-08-22 12:34:12+00:00,4,4,0,9.065190742717473,16.21742023030905,19.631525393048328,True,True,19.183333333333334,1.0,0.0
Ajaccio__182,Ajaccio,182.0,2018-08-22 13:45:38+00:00,2018-08-22 13:45:38+00:00,1,1,0,18.964427911224885,18.964427911224885,18.964427911224885,True,True,0.0,1.0,0.0
Ajaccio__183,Ajaccio,183.0,2018-08-23 11:14:16+00:00,2018-08-23 14:17:26+00:00,393,393,0,0.728711848880148,12.384506786828005,19.94401443171698,True,True,183.16666666666666,1.0,0.0
Ajaccio__184,Ajaccio,184.0,2018-09-04 03:39:42+00:00,2018-09-04 04:17:22+00:00,29,29,0,2.7178820753867696,15.116258770900519,19.28492833663239,True,True,37.666666666666664,1.0,0.0
Ajaccio__185,Ajaccio,185.0,2018-09-04 09:31:14+00:00,2018-09-04 11:40:57+00:00,17,17,0,3.072527732568882,13.223887694279162,19.92604475889238,True,True,129.71666666666667,1.0,0.0
Ajaccio__186,Ajaccio,186.0,2018-09-06 14:42:05+00:00,2018-09-06 15:31:54+00:00,8,8,0,3.6229376532728064,14.671149463328828,19.70607699106292,True,True,49.81666666666667,1.0,0.0
Ajaccio__187,Ajaccio,187.0,2018-09-17 05:54:17+00:00,2018-09-17 06:05:26+00:00,2,2,0,6.88884649973359,9.755470751559189,12.62209500338479,True,True,11.15,1.0,0.0
Ajaccio__188,Ajaccio,188.0,2018-09-17 13:25:46+00:00,2018-09-17 13:41:05+00:00,7,7,0,16.984240673203722,18.61418642529781,19.84026116602585,True,True,15.316666666666666,1.0,0.0
Ajaccio__189,Ajaccio,189.0,2018-09-17 15:52:24+00:00,2018-09-17 15:54:14+00:00,2,2,0,17.48614544248796,17.940317490061684,18.39448953763541,True,True,1.8333333333333333,1.0,0.0
Ajaccio__19,Ajaccio,19.0,2016-06-19 11:46:40+00:00,2016-06-19 12:54:18+00:00,33,33,0,3.442465669694227,12.084084770090978,19.96725896243789,True,True,67.63333333333334,1.0,0.0
Ajaccio__190,Ajaccio,190.0,2018-09-18 14:08:31+00:00,2018-09-18 16:29:41+00:00,32,32,0,6.787196834443781,15.490883232901474,19.945453936403705,True,True,141.16666666666666,1.0,0.0
Ajaccio__191,Ajaccio,191.0,2018-10-01 21:21:00+00:00,2018-10-01 21:31:08+00:00,3,3,0,18.67206903138657,18.831207268679766,19.050907742792607,True,True,10.133333333333333,1.0,0.0
Ajaccio__192,Ajaccio,192.0,2018-10-05 01:03:55+00:00,2018-10-05 01:03:55+00:00,1,1,0,17.13376984652783,17.13376984652783,17.13376984652783,True,True,0.0,1.0,0.0
Ajaccio__193,Ajaccio,193.0,2018-10-05 19:22:37+00:00,2018-10-05 19:22:37+00:00,1,1,0,14.507537799614465,14.507537799614465,14.507537799614465,True,True,0.0,1.0,0.0
Ajaccio__194,Ajaccio,194.0,2018-10-07 13:59:36+00:00,2018-10-07 16:12:40+00:00,147,147,0,0.8020262346634798,9.601858474184914,19.829037550553103,True,True,133.06666666666666,1.0,0.0
Ajaccio__195,Ajaccio,195.0,2018-10-10 10:39:32+00:00,2018-10-10 10:39:32+00:00,1,1,0,19.394080311594795,19.394080311594795,19.394080311594795,True,True,0.0,1.0,0.0
Ajaccio__196,Ajaccio,196.0,2018-10-11 14:28:53+00:00,2018-10-11 14:28:53+00:00,1,1,0,18.73361061693156,18.73361061693156,18.73361061693156,True,True,0.0,1.0,0.0
Ajaccio__197,Ajaccio,197.0,2018-10-16 23:24:12+00:00,2018-10-16 23:24:12+00:00,1,1,0,19.583225071921017,19.583225071921017,19.583225071921017,True,True,0.0,1.0,0.0
Ajaccio__198,Ajaccio,198.0,2018-10-27 19:07:58+00:00,2018-10-27 19:48:43+00:00,41,41,0,1.3779871886363753,12.439424925389684,19.976246638118702,True,True,40.75,1.0,0.0
Ajaccio__199,Ajaccio,199.0,2018-10-28 00:25:26+00:00,2018-10-28 00:25:26+00:00,1,1,0,19.92452724615981,19.92452724615981,19.92452724615981,True,True,0.0,1.0,0.0
Ajaccio__2,Ajaccio,2.0,2016-01-12 06:37:45+00:00,2016-01-12 06:37:45+00:00,1,1,0,12.875968271727636,12.875968271727636,12.875968271727636,True,True,0.0,1.0,0.0
Ajaccio__20,Ajaccio,20.0,2016-07-15 11:27:17+00:00,2016-07-15 11:30:44+00:00,2,2,0,16.17636705948496,17.645035928182235,19.11370479687951,True,True,3.45,1.0,0.0
Ajaccio__200,Ajaccio,200.0,2018-10-28 05:38:45+00:00,2018-10-28 05:55:15+00:00,3,3,0,8.026792960460032,11.804015457504613,15.6082535738229,True,True,16.5,1.0,0.0
Ajaccio__201,Ajaccio,201.0,2018-10-28 06:56:08+00:00,2018-10-28 07:11:03+00:00,8,8,0,13.80763837968581,17.495016641973212,19.620054689235307,True,True,14.916666666666666,1.0,0.0
Ajaccio__202,Ajaccio,202.0,2018-10-28 08:11:00+00:00,2018-10-28 08:30:45+00:00,4,4,0,2.848808598262092,8.63586260589084,14.68721582706184,True,True,19.75,1.0,0.0
Ajaccio__203,Ajaccio,203.0,2018-10-28 13:06:21+00:00,2018-10-28 13:06:21+00:00,1,1,0,18.78480669909889,18.78480669909889,18.78480669909889,True,True,0.0,1.0,0.0
Ajaccio__204,Ajaccio,204.0,2018-10-29 03:54:37+00:00,2018-10-29 03:54:37+00:00,1,1,0,18.665171850124256,18.665171850124256,18.665171850124256,True,True,0.0,1.0,0.0
Ajaccio__205,Ajaccio,205.0,2018-10-29 06:19:58+00:00,2018-10-29 07:08:36+00:00,118,118,0,1.863458425515961,12.157265693398621,19.77329618514445,True,True,48.63333333333333,1.0,0.0
Ajaccio__206,Ajaccio,206.0,2018-10-29 07:58:07+00:00,2018-10-29 11:30:02+00:00,343,343,0,0.3232011747464128,13.261507059974107,19.95974713927392,True,True,211.91666666666666,1.0,0.0
Ajaccio__207,Ajaccio,207.0,2018-10-29 15:45:22+00:00,2018-10-29 15:45:22+00:00,1,1,0,16.544471263924144,16.544471263924144,16.544471263924144,True,True,0.0,1.0,0.0
Ajaccio__208,Ajaccio,208.0,2018-10-29 19:26:32+00:00,2018-10-29 19:46:28+00:00,2,2,0,6.632202060542375,9.901312978973042,13.17042389740371,True,True,19.933333333333334,1.0,0.0
Ajaccio__209,Ajaccio,209.0,2018-10-29 21:09:39+00:00,2018-10-30 00:22:19+00:00,87,87,0,2.411362495405699,11.59960510321988,19.647105826804133,True,True,192.66666666666666,1.0,0.0
Ajaccio__21,Ajaccio,21.0,2016-07-23 05:36:07+00:00,2016-07-23 05:42:07+00:00,2,2,0,10.988511195671457,14.977903032860002,18.967294870048548,True,True,6.0,1.0,0.0
Ajaccio__210,Ajaccio,210.0,2018-10-30 01:21:02+00:00,2018-10-30 01:21:02+00:00,1,1,0,11.639740008461802,11.639740008461802,11.639740008461802,True,True,0.0,1.0,0.0
Ajaccio__211,Ajaccio,211.0,2018-11-01 01:03:29+00:00,2018-11-01 01:38:07+00:00,11,11,0,6.180722824741293,11.849860867648145,17.33250796372846,True,True,34.63333333333333,1.0,0.0
Ajaccio__212,Ajaccio,212.0,2018-11-03 22:08:54+00:00,2018-11-03 22:08:54+00:00,1,1,0,7.175617411571053,7.175617411571053,7.175617411571053,True,True,0.0,1.0,0.0
Ajaccio__213,Ajaccio,213.0,2018-11-21 08:26:58+00:00,2018-11-21 08:29:02+00:00,2,2,0,16.761469283917577,17.09008957735476,17.418709870791943,True,True,2.066666666666667,1.0,0.0
Ajaccio__214,Ajaccio,214.0,2018-11-27 18:32:16+00:00,2018-11-27 18:32:16+00:00,1,1,0,8.561689989017006,8.561689989017006,8.561689989017006,True,True,0.0,1.0,0.0
Ajaccio__215,Ajaccio,215.0,2018-12-19 21:03:47+00:00,2018-12-19 21:06:06+00:00,2,2,0,10.41300454240312,12.253632302085606,14.094260061768091,True,True,2.316666666666667,1.0,0.0
Ajaccio__216,Ajaccio,216.0,2018-12-19 22:37:01+00:00,2018-12-19 22:42:05+00:00,3,3,0,12.49606422042841,13.876127767160034,15.33283671646866,True,True,5.066666666666666,1.0,0.0
Ajaccio__217,Ajaccio,217.0,2019-01-09 14:19:29+00:00,2019-01-09 14:19:29+00:00,1,1,0,8.012189145661269,8.012189145661269,8.012189145661269,True,True,0.0,1.0,0.0
Ajaccio__218,Ajaccio,218.0,2019-01-09 14:51:49+00:00,2019-01-09 14:51:49+00:00,1,1,0,5.236365375442208,5.236365375442208,5.236365375442208,True,True,0.0,1.0,0.0
Ajaccio__219,Ajaccio,219.0,2019-01-21 05:35:08+00:00,2019-01-21 05:35:08+00:00,1,1,0,6.636098869114901,6.636098869114901,6.636098869114901,True,True,0.0,1.0,0.0
Ajaccio__22,Ajaccio,22.0,2016-07-24 10:39:08+00:00,2016-07-24 12:29:20+00:00,122,122,0,5.288299227082075,13.36657715548263,19.91498072084219,True,True,110.2,1.0,0.0
